file,title,defs,eid,dc:description,openArchiveArticle,prism:coverDate,openaccessUserLicense,prism:aggregationType,prism:url,dc:creator,link,prism:isbn,dc:format,openaccessType,pii,prism:publisher,dc:title,prism:copyright,openaccess,dcterms:isPartOf,dcterms:subject,openaccessArticle,prism:publicationName,openaccessSponsorType,prism:pageRange,prism:endingPage,pubType,prism:coverDisplayDate,prism:doi,prism:startingPage,dc:identifier,openaccessSponsorName,prism:issn,prism:volume,prism:issueIdentifier,prism:number,prism:issueName,articleNumber,prism:edition
../full_texts/10.1016/j.scico.2022.102809/10.1016_j.scico.2022.102809.json,unkonwn,"digital twin is a digital representation of a physical system that operates in parallel 11 11 A digital twin must be able to operate synchronously with the physical system, but asynchronous operation is also permissible",1-s2.0-S0167642322000429,"We present a tool-supported approach to the synthesis, verification, and testing of the control software responsible for the safety of human-robot interaction in manufacturing processes that use collaborative robots. In human-robot collaboration, software-based safety controllers are used to improve operational safety, for example, by triggering shutdown mechanisms or emergency stops to reduce the likelihood of accidents. Complex robotic tasks and increasingly close human-robot interaction pose new challenges to controller developers and certification authorities. Key among these challenges is the need to assure the correctness of safety controllers under explicit (and preferably weak) assumptions. Our integrated synthesis, verification, and test approach is informed by the process, risk analysis, and relevant safety regulations for the target application. Controllers are selected from a design space of feasible controllers according to a set of optimality criteria, are formally verified against correctness criteria, and are translated into executable code and tested in a digital twin. The resulting controller can detect the occurrence of hazards, move the process into a safe state, and, under certain circumstances, return the process to an operational state from which it can resume its original task. We show the effectiveness of our software engineering approach through a case study involving the development of a safety controller for a manufacturing work cell equipped with a collaborative robot.",false,2022-06-01,http://creativecommons.org/licenses/by/4.0/,Journal,https://api.elsevier.com/content/article/pii/S0167642322000429,"[{'@_fa': 'true', '$': 'Gleirscher, Mario'}, {'@_fa': 'true', '$': 'Calinescu, Radu'}, {'@_fa': 'true', '$': 'Douthwaite, James'}, {'@_fa': 'true', '$': 'Lesage, Benjamin'}, {'@_fa': 'true', '$': 'Paterson, Colin'}, {'@_fa': 'true', '$': 'Aitken, Jonathan'}, {'@_fa': 'true', '$': 'Alexander, Rob'}, {'@_fa': 'true', '$': 'Law, James'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0167642322000429'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0167642322000429'}]",,application/json,Full,S0167-6423(22)00042-9,The Author(s). Published by Elsevier B.V.,Verified synthesis of optimal safety controllers for human-robot collaboration,© 2022 The Author(s). Published by Elsevier B.V.,1,,"[{'@_fa': 'true', '$': 'Risk-informed design automation'}, {'@_fa': 'true', '$': 'Formal verification'}, {'@_fa': 'true', '$': 'Probabilistic model checking'}, {'@_fa': 'true', '$': 'Collaborative robot safety'}, {'@_fa': 'true', '$': 'Digital twins'}]",true,Science of Computer Programming,FundingBody,102809,,fla,1 June 2022,10.1016/j.scico.2022.102809,102809,doi:10.1016/j.scico.2022.102809,JISC UK 2022: Hybrid journals,01676423,218,,,,102809,
../full_texts/10.1016/j.jii.2021.100289/10.1016_j.jii.2021.100289.json,unkonwn,"digital twin is defined as a highly integrated multi-objective, multi-scale and multi-probability simulation model for aircraft or aircraft system",1-s2.0-S2452414X21000868,"Digital twin creates the virtual model of physical entity in digital way, promotes the interaction and integration of physical world and information world, and builds a reliable bridge for industrial information integration. With the rapid evolution of digital twin, the application of digital twin has found an increasingly wide utilization in smart manufacturing. In view of the practical problems encountered by the current smart manufacturing enterprises, this paper aims to carry out quantitative green performance evaluation of smart manufacturing (GPEoSM) driven by digital twin-based industrial information integration system. Based on the mapping between entity and model of smart manufacturing projects, the integration of digital twin information and the interaction of GPEoSM approach, a GPEoSM framework is constructed. According to the framework, a green performance evaluation case for smart manufacturing project of an air conditioning enterprise is carried out. The result shows that the digital twin driven GPEoSM framework is effective and enhances the green performance evaluation of smart manufacturing.",false,2022-03-31,,Journal,https://api.elsevier.com/content/article/pii/S2452414X21000868,"[{'@_fa': 'true', '$': 'Li, Lianhui'}, {'@_fa': 'true', '$': 'Lei, Bingbing'}, {'@_fa': 'true', '$': 'Mao, Chunlei'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2452414X21000868'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2452414X21000868'}]",,application/json,,S2452-414X(21)00086-8,Published by Elsevier Inc.,Digital twin in smart manufacturing,© 2021 Published by Elsevier Inc.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Smart manufacturing'}, {'@_fa': 'true', '$': 'Green performance evaluation'}, {'@_fa': 'true', '$': 'Complex networks'}, {'@_fa': 'true', '$': 'PROMETHEE II'}, {'@_fa': 'true', '$': 'Set pair analysis'}]",false,Journal of Industrial Information Integration,,100289,,fla,March 2022,10.1016/j.jii.2021.100289,100289,doi:10.1016/j.jii.2021.100289,,2452414X,26,,,,100289,
../full_texts/10.1016/j.procir.2022.08.091/10.1016_j.procir.2022.08.091.json,unkonwn,"digital twin is described as a digital informational construct of a physical system, created as an entity on its own and linked to the physical system in question [3]",1-s2.0-S2212827122009726,"Multifunctional laser technology integrates different laser processes in one manufacturing cell to meet the demand for agile production technology. A processing head was developed and put into operation mastering cutting, joining and additive manufacturing steps without tool change. Parallel development of a digital twin of the entire system aims at the acceleration and optimization of the engineering of the robot cell up to its virtual commissioning. This approach enabled the first realization of a multifunctional laser robot cell and its digital twin. Virtual commissioning accelerated the design and optimization of mechanics and control as well as the programming of the production cell. The multifunctional approach saves numerous single production steps and, hence, leads to a significant shortening of manufacturing lines utilizing the full flexibility of the tool laser beam. Virtualization enables accelerated commissioning of the entire system, significantly reduced susceptibility to errors in production preparation and more efficient production planning.",false,2022-12-31,http://creativecommons.org/licenses/by-nc-nd/4.0/,Journal,https://api.elsevier.com/content/article/pii/S2212827122009726,"[{'@_fa': 'true', '$': 'Barnowski, Daniel'}, {'@_fa': 'true', '$': 'Dahmen, Martin'}, {'@_fa': 'true', '$': 'Farkas, Tamás'}, {'@_fa': 'true', '$': 'Petring, Dirk'}, {'@_fa': 'true', '$': 'Petschke, Ulrich'}, {'@_fa': 'true', '$': 'Pootz, Marcel'}, {'@_fa': 'true', '$': 'Schäl, Ralf'}, {'@_fa': 'true', '$': 'Stoyanov, Stoyan'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827122009726'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827122009726'}]",,application/json,Full,S2212-8271(22)00972-6,The Authors. Published by Elsevier B.V.,Multifunctional laser processing with a digital twin,© 2022 The Authors. Published by Elsevier B.V.,1,,"[{'@_fa': 'true', '$': 'multifunctional laser processing'}, {'@_fa': 'true', '$': 'beam shaping'}, {'@_fa': 'true', '$': 'robots'}, {'@_fa': 'true', '$': 'digital twin'}, {'@_fa': 'true', '$': 'virtual commissioning'}, {'@_fa': 'true', '$': 'manufacturing control'}]",true,Procedia CIRP,ElsevierWaived,822-826,826,fla,2022,10.1016/j.procir.2022.08.091,822,doi:10.1016/j.procir.2022.08.091,,22128271,111,,,12th CIRP Conference on Photonic Technologies [LANE 2022],,
../full_texts/10.1016/j.compstruc.2020.106410/10.1016_j.compstruc.2020.106410.json,unkonwn,digital twin is a virtualized proxy of a real physical dynamic system,1-s2.0-S0045794920302133,"Digital twin technology has a huge potential for widespread applications in different industrial sectors such as infrastructure, aerospace, and automotive. However, practical adoptions of this technology have been slower, mainly due to a lack of application-specific details. Here we focus on a digital twin framework for linear single-degree-of-freedom structural dynamic systems evolving in two different operational time scales in addition to its intrinsic dynamic time-scale. Our approach strategically separates into two components – (a) a physics-based nominal model for data processing and response predictions, and (b) a data-driven machine learning model for the time-evolution of the system parameters. The physics-based nominal model is system-specific and selected based on the problem under consideration. On the other hand, the data-driven machine learning model is generic. For tracking the multi-timescale evolution of the system parameters, we propose to exploit a mixture of experts as the data-driven model. Within the mixture of experts model, Gaussian Process (GP) is used as the expert model. The primary idea is to let each expert track the evolution of the system parameters at a single time-scale. For learning the hyperparameters of the ‘mixture of experts using GP’, an efficient framework that exploits expectation-maximization and sequential Monte Carlo sampler is used. Performance of the digital twin is illustrated on a multi-timescale dynamical system with stiffness and/or mass variations. The digital twin is found to be robust and yields reasonably accurate results. One exciting feature of the proposed digital twin is its capability to provide reasonable predictions at future time-steps. Aspects related to the data quality and data quantity are also investigated.",false,2021-01-15,,Journal,https://api.elsevier.com/content/article/pii/S0045794920302133,"[{'@_fa': 'true', '$': 'Chakraborty, S.'}, {'@_fa': 'true', '$': 'Adhikari, S.'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0045794920302133'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0045794920302133'}]",,application/json,,S0045-7949(20)30213-3,Elsevier Ltd.,Machine learning based digital twin for dynamical systems with multiple time-scales,© 2020 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Multi-timescale dynamics'}, {'@_fa': 'true', '$': 'Mixture of experts'}, {'@_fa': 'true', '$': 'Gaussian process'}, {'@_fa': 'true', '$': 'Frequency'}]",false,Computers & Structures,,106410,,fla,15 January 2021,10.1016/j.compstruc.2020.106410,106410,doi:10.1016/j.compstruc.2020.106410,,00457949,243,,,,106410,
../full_texts/10.1016/j.aei.2021.101297/10.1016_j.aei.2021.101297.json,unkonwn,"Digital Twin is defined as a software representation of a physical asset, system or process designed to detect, prevent, predict and optimize through real time analytics to deliver business value [140]",1-s2.0-S1474034621000513,"In the era of digitalization, there are many emerging technologies, such as the Internet of Things (IoT), Digital Twin (DT), Cloud Computing and Artificial Intelligence (AI), which are quickly developped and used in product design and development. Among those technologies, DT is one promising technology which has been widely used in different industries, especially manufacturing, to monitor the performance, optimize the progresses, simulate the results and predict the potential errors. DT also plays various roles within the whole product lifecycle from design, manufacturing, delivery, use and end-of-life. With the growing demands of individualized products and implementation of Industry 4.0, DT can provide an effective solution for future product design, development and innovation. This paper aims to figure out the current states of DT research focusing on product design and development through summarizing typical industrial cases. Challenges and potential applications of DT in product design and development are also discussed to inspire future studies.",false,2021-04-30,,Journal,https://api.elsevier.com/content/article/pii/S1474034621000513,"[{'@_fa': 'true', '$': 'Lo, C.K.'}, {'@_fa': 'true', '$': 'Chen, C.H.'}, {'@_fa': 'true', '$': 'Zhong, Ray Y.'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1474034621000513'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1474034621000513'}]",,application/json,,S1474-0346(21)00051-3,Elsevier Ltd.,A review of digital twin in product design and development,© 2021 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Product design'}, {'@_fa': 'true', '$': 'New product development'}, {'@_fa': 'true', '$': 'Product lifecycle'}, {'@_fa': 'true', '$': 'Review'}]",false,Advanced Engineering Informatics,,101297,,fla,April 2021,10.1016/j.aei.2021.101297,101297,doi:10.1016/j.aei.2021.101297,,14740346,48,,,,101297,
../full_texts/10.1016/j.aei.2021.101297/10.1016_j.aei.2021.101297.json,unkonwn,"digital twin is a virtual double of a product, a machine, a process or of a complete production facility",1-s2.0-S1474034621000513,"In the era of digitalization, there are many emerging technologies, such as the Internet of Things (IoT), Digital Twin (DT), Cloud Computing and Artificial Intelligence (AI), which are quickly developped and used in product design and development. Among those technologies, DT is one promising technology which has been widely used in different industries, especially manufacturing, to monitor the performance, optimize the progresses, simulate the results and predict the potential errors. DT also plays various roles within the whole product lifecycle from design, manufacturing, delivery, use and end-of-life. With the growing demands of individualized products and implementation of Industry 4.0, DT can provide an effective solution for future product design, development and innovation. This paper aims to figure out the current states of DT research focusing on product design and development through summarizing typical industrial cases. Challenges and potential applications of DT in product design and development are also discussed to inspire future studies.",false,2021-04-30,,Journal,https://api.elsevier.com/content/article/pii/S1474034621000513,"[{'@_fa': 'true', '$': 'Lo, C.K.'}, {'@_fa': 'true', '$': 'Chen, C.H.'}, {'@_fa': 'true', '$': 'Zhong, Ray Y.'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1474034621000513'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1474034621000513'}]",,application/json,,S1474-0346(21)00051-3,Elsevier Ltd.,A review of digital twin in product design and development,© 2021 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Product design'}, {'@_fa': 'true', '$': 'New product development'}, {'@_fa': 'true', '$': 'Product lifecycle'}, {'@_fa': 'true', '$': 'Review'}]",false,Advanced Engineering Informatics,,101297,,fla,April 2021,10.1016/j.aei.2021.101297,101297,doi:10.1016/j.aei.2021.101297,,14740346,48,,,,101297,
../full_texts/10.1016/j.aei.2021.101297/10.1016_j.aei.2021.101297.json,unkonwn,"digital twin is a connected, virtual replica of an in-service physical asset \u2014 in the form of an integrated multidomain system simulation \u2014which mirrors the life and experience of the asset",1-s2.0-S1474034621000513,"In the era of digitalization, there are many emerging technologies, such as the Internet of Things (IoT), Digital Twin (DT), Cloud Computing and Artificial Intelligence (AI), which are quickly developped and used in product design and development. Among those technologies, DT is one promising technology which has been widely used in different industries, especially manufacturing, to monitor the performance, optimize the progresses, simulate the results and predict the potential errors. DT also plays various roles within the whole product lifecycle from design, manufacturing, delivery, use and end-of-life. With the growing demands of individualized products and implementation of Industry 4.0, DT can provide an effective solution for future product design, development and innovation. This paper aims to figure out the current states of DT research focusing on product design and development through summarizing typical industrial cases. Challenges and potential applications of DT in product design and development are also discussed to inspire future studies.",false,2021-04-30,,Journal,https://api.elsevier.com/content/article/pii/S1474034621000513,"[{'@_fa': 'true', '$': 'Lo, C.K.'}, {'@_fa': 'true', '$': 'Chen, C.H.'}, {'@_fa': 'true', '$': 'Zhong, Ray Y.'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1474034621000513'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1474034621000513'}]",,application/json,,S1474-0346(21)00051-3,Elsevier Ltd.,A review of digital twin in product design and development,© 2021 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Product design'}, {'@_fa': 'true', '$': 'New product development'}, {'@_fa': 'true', '$': 'Product lifecycle'}, {'@_fa': 'true', '$': 'Review'}]",false,Advanced Engineering Informatics,,101297,,fla,April 2021,10.1016/j.aei.2021.101297,101297,doi:10.1016/j.aei.2021.101297,,14740346,48,,,,101297,
../full_texts/10.1016/j.engfailanal.2020.104517/10.1016_j.engfailanal.2020.104517.json,unkonwn,"digital twin is a term used to describe a model or several models of a physical structure, mechanism, process or system, where each model is specifically derived for collection and generation of relevant data [1\u20133]",1-s2.0-S1350630719315742,"This paper presents a novel approach for implementation of a digital twin for condition monitoring of a small-scale knuckle boom crane. The digital twin of the crane is simulated real-time in a nonlinear finite element (FE) program, where the estimated payload weight is used as an input. We implement an inverse method for estimation of the weight as well as its force vector direction based on physical strain gauge measurements. Additional strain gauges were utilized for validation of accuracy of the digital twin and inverse method. Based on a few physical sensor outputs, the digital twin allows for real-time determination of stresses, strains and loads at an unlimited number of hot spots. Therefore a digital twin can be an effective tool for predictive maintenance and product life-cycle management. In addition, condition monitoring of cranes during heavy-lift operations increases safety and reliability. The presented approach is described in a general manner and is applicable for various robotic manipulators used in the industry.",false,2020-05-31,http://creativecommons.org/licenses/by/4.0/,Journal,https://api.elsevier.com/content/article/pii/S1350630719315742,"[{'@_fa': 'true', '$': 'Moi, Torbjørn'}, {'@_fa': 'true', '$': 'Cibicik, Andrej'}, {'@_fa': 'true', '$': 'Rølvåg, Terje'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1350630719315742'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1350630719315742'}]",,application/json,Full,S1350-6307(19)31574-2,The Authors. Published by Elsevier Ltd.,Digital twin based condition monitoring of a knuckle boom crane: An experimental study,© 2020 The Authors. Published by Elsevier Ltd.,1,,"[{'@_fa': 'true', '$': 'Cranes'}, {'@_fa': 'true', '$': 'Fatigue data'}, {'@_fa': 'true', '$': 'Finite element analysis'}, {'@_fa': 'true', '$': 'Load history'}, {'@_fa': 'true', '$': 'Strain gauging'}]",true,Engineering Failure Analysis,FundingBody,104517,,fla,May 2020,10.1016/j.engfailanal.2020.104517,104517,doi:10.1016/j.engfailanal.2020.104517,Norway Institutes,13506307,112,,,,104517,
../full_texts/10.1016/j.engfracmech.2020.107076/10.1016_j.engfracmech.2020.107076.json,unkonwn,digital twin is a digital representation of an engineering system,1-s2.0-S0013794419315759,"Reusable spacecraft can significantly reduce the cost of space travel, while evaluation of the structural health of the craft between flights becomes one of the key issues. A digital twin framework is proposed in this paper to track the life of spacecraft structures. A digital twin is a digital representation of an engineering system. It can simulate, monitor, diagnose, predict states and optimize operations of the real engineering system in real time. The proposed framework can be divided into offline and online stages. It has the functions of diagnosis, model updating, performance evaluation and data storage. To demonstrate the prognosis and decision support capabilities of the framework, a numerical example considering fatigue crack growth in a load-bearing frame is carried out. The method of manufactured solutions is employed for validation. Information entropy and relative entropy are used for measuring the uncertainties in crack length prediction. The results show that through the framework, crack growth model can be updated to have a lower uncertainty. Future crack growth and reusable life can be predicted more accurately using the improved model. With the structural life of the spacecraft quantified by the framework, mission success rates for repeated flights can be maximized at a lower cost.",false,2020-07-31,,Journal,https://api.elsevier.com/content/article/pii/S0013794419315759,"[{'@_fa': 'true', '$': 'Ye, Yumei'}, {'@_fa': 'true', '$': 'Yang, Qiang'}, {'@_fa': 'true', '$': 'Yang, Fan'}, {'@_fa': 'true', '$': 'Huo, Yanyan'}, {'@_fa': 'true', '$': 'Meng, Songhe'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0013794419315759'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0013794419315759'}]",,application/json,,S0013-7944(19)31575-9,Elsevier Ltd.,Digital twin for the structural health management of reusable spacecraft: A case study,© 2020 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Reusable spacecraft'}, {'@_fa': 'true', '$': 'Fatigue crack growth'}, {'@_fa': 'true', '$': 'Dynamic Bayesian network'}, {'@_fa': 'true', '$': 'Manufactured solutions'}]",false,Engineering Fracture Mechanics,,107076,,fla,July 2020,10.1016/j.engfracmech.2020.107076,107076,doi:10.1016/j.engfracmech.2020.107076,,00137944,234,,,,107076,
../full_texts/10.1016/j.engfracmech.2020.107076/10.1016_j.engfracmech.2020.107076.json,unkonwn,"Digital twin is a comprehensive vision and more implementations are expected in the future, including integrating online monitoring and real-time simulation techniques",1-s2.0-S0013794419315759,"Reusable spacecraft can significantly reduce the cost of space travel, while evaluation of the structural health of the craft between flights becomes one of the key issues. A digital twin framework is proposed in this paper to track the life of spacecraft structures. A digital twin is a digital representation of an engineering system. It can simulate, monitor, diagnose, predict states and optimize operations of the real engineering system in real time. The proposed framework can be divided into offline and online stages. It has the functions of diagnosis, model updating, performance evaluation and data storage. To demonstrate the prognosis and decision support capabilities of the framework, a numerical example considering fatigue crack growth in a load-bearing frame is carried out. The method of manufactured solutions is employed for validation. Information entropy and relative entropy are used for measuring the uncertainties in crack length prediction. The results show that through the framework, crack growth model can be updated to have a lower uncertainty. Future crack growth and reusable life can be predicted more accurately using the improved model. With the structural life of the spacecraft quantified by the framework, mission success rates for repeated flights can be maximized at a lower cost.",false,2020-07-31,,Journal,https://api.elsevier.com/content/article/pii/S0013794419315759,"[{'@_fa': 'true', '$': 'Ye, Yumei'}, {'@_fa': 'true', '$': 'Yang, Qiang'}, {'@_fa': 'true', '$': 'Yang, Fan'}, {'@_fa': 'true', '$': 'Huo, Yanyan'}, {'@_fa': 'true', '$': 'Meng, Songhe'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0013794419315759'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0013794419315759'}]",,application/json,,S0013-7944(19)31575-9,Elsevier Ltd.,Digital twin for the structural health management of reusable spacecraft: A case study,© 2020 Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Reusable spacecraft'}, {'@_fa': 'true', '$': 'Fatigue crack growth'}, {'@_fa': 'true', '$': 'Dynamic Bayesian network'}, {'@_fa': 'true', '$': 'Manufactured solutions'}]",false,Engineering Fracture Mechanics,,107076,,fla,July 2020,10.1016/j.engfracmech.2020.107076,107076,doi:10.1016/j.engfracmech.2020.107076,,00137944,234,,,,107076,
../full_texts/10.1016/j.jmsy.2020.06.017/10.1016_j.jmsy.2020.06.017.json,unkonwn,"defined digital twin as high fidelity model or multidisciplinary simulation, without considering real-time connection with the physical object",1-s2.0-S0278612520301072,"Various kinds of engineering software and digitalized equipment are widely applied through the lifecycle of industrial products. As a result, massive data of different types are being produced. However, these data are hysteretic and isolated from each other, leading to low efficiency and low utilization of these valuable data. Simulation based on theoretical and static model has been a conventional and powerful tool for the verification, validation, and optimization of a system in its early planning stage, but no attention is paid to the simulation application during system run-time. With the development of new-generation information and digitalization technologies, more data can be collected, and it is time to find a way for the deep application of all these data. As a result, the concept of digital twin has aroused much concern and is developing rapidly. Dispute and discussions around concepts, paradigms, frameworks, applications, and technologies of digital twin are on the rise both in academic and industrial communities. After a complete search of several databases and careful selection according to the proposed criteria, 240 academic publications about digital twin are identified and classified. This paper conducts a comprehensive and in-depth review of these literatures to analyze digital twin from the perspective of concepts, technologies, and industrial applications. Research status, evolution of the concept, key enabling technologies of three aspects, and fifteen kinds of industrial applications in respective lifecycle phase are demonstrated in detail. Based on this, observations and future work recommendations for digital twin research are presented in the form of different lifecycle phases.",false,2021-01-31,,Journal,https://api.elsevier.com/content/article/pii/S0278612520301072,"[{'@_fa': 'true', '$': 'Liu, Mengnan'}, {'@_fa': 'true', '$': 'Fang, Shuiliang'}, {'@_fa': 'true', '$': 'Dong, Huiyue'}, {'@_fa': 'true', '$': 'Xu, Cunzhi'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0278612520301072'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0278612520301072'}]",,application/json,,S0278-6125(20)30107-2,The Society of Manufacturing Engineers. Published by Elsevier Ltd.,"Review of digital twin about concepts, technologies, and industrial applications",© 2020 The Society of Manufacturing Engineers. Published by Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Product lifecycle'}, {'@_fa': 'true', '$': 'Simulation'}, {'@_fa': 'true', '$': 'Industrial application'}, {'@_fa': 'true', '$': 'Literature review'}]",false,Journal of Manufacturing Systems,,346-361,361,fla,January 2021,10.1016/j.jmsy.2020.06.017,346,doi:10.1016/j.jmsy.2020.06.017,,02786125,58,,,Digital Twin towards Smart Manufacturing and Industry 4.0,,
../full_texts/10.1016/j.jmsy.2020.06.017/10.1016_j.jmsy.2020.06.017.json,unkonwn,"Digital twin is a life management and certification paradigm whereby models and simulations consist of as-built vehicle state, as-experienced loads and environments, and other vehicle-specific history to enable high-fidelity modeling of individual aerospace vehicles throughout their service lives",1-s2.0-S0278612520301072,"Various kinds of engineering software and digitalized equipment are widely applied through the lifecycle of industrial products. As a result, massive data of different types are being produced. However, these data are hysteretic and isolated from each other, leading to low efficiency and low utilization of these valuable data. Simulation based on theoretical and static model has been a conventional and powerful tool for the verification, validation, and optimization of a system in its early planning stage, but no attention is paid to the simulation application during system run-time. With the development of new-generation information and digitalization technologies, more data can be collected, and it is time to find a way for the deep application of all these data. As a result, the concept of digital twin has aroused much concern and is developing rapidly. Dispute and discussions around concepts, paradigms, frameworks, applications, and technologies of digital twin are on the rise both in academic and industrial communities. After a complete search of several databases and careful selection according to the proposed criteria, 240 academic publications about digital twin are identified and classified. This paper conducts a comprehensive and in-depth review of these literatures to analyze digital twin from the perspective of concepts, technologies, and industrial applications. Research status, evolution of the concept, key enabling technologies of three aspects, and fifteen kinds of industrial applications in respective lifecycle phase are demonstrated in detail. Based on this, observations and future work recommendations for digital twin research are presented in the form of different lifecycle phases.",false,2021-01-31,,Journal,https://api.elsevier.com/content/article/pii/S0278612520301072,"[{'@_fa': 'true', '$': 'Liu, Mengnan'}, {'@_fa': 'true', '$': 'Fang, Shuiliang'}, {'@_fa': 'true', '$': 'Dong, Huiyue'}, {'@_fa': 'true', '$': 'Xu, Cunzhi'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0278612520301072'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0278612520301072'}]",,application/json,,S0278-6125(20)30107-2,The Society of Manufacturing Engineers. Published by Elsevier Ltd.,"Review of digital twin about concepts, technologies, and industrial applications",© 2020 The Society of Manufacturing Engineers. Published by Elsevier Ltd. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Product lifecycle'}, {'@_fa': 'true', '$': 'Simulation'}, {'@_fa': 'true', '$': 'Industrial application'}, {'@_fa': 'true', '$': 'Literature review'}]",false,Journal of Manufacturing Systems,,346-361,361,fla,January 2021,10.1016/j.jmsy.2020.06.017,346,doi:10.1016/j.jmsy.2020.06.017,,02786125,58,,,Digital Twin towards Smart Manufacturing and Industry 4.0,,
